Wind speed (knots) 	Wave (m) 	Wave period (s) 	Temperature (Â°C)
02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h 	02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h 	02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h 	02h 	05h 	08h 	11h 	14h 	17h 	20h 	23h
01.01.2020 	12 	9 	7 	7 	6 	7 	7 	5 	2.9 	2.7 	2.6 	2.5 	2.4 	2.4 	2.3 	2.2 	16 	16 	15 	15 	15 	15 	14 	14 	20 	20 	21 	23 	23 	22 	22 	21
02.01.2020 	3 	5 	2 	4 	4 	8 	9 	13 	2.2 	2.1 	2.1 	2 	2 	1.9 	1.9 	2 	14 	14 	14 	13 	13 	13 	13 	12 	21 	21 	21 	23 	23 	22 	21 	21
03.01.2020 	14 	16 	18 	17 	16 	15 	16 	17 	2.2 	2.4 	2.5 	2.6 	2.5 	2.4 	2.5 	2.5 	12 	10 	9 	9 	10 	10 	11 	9 	21 	21 	21 	22 	23 	22 	22 	22
04.01.2020 	15 	15 	17 	18 	17 	17 	17 	16 	2.5 	2.5 	2.6 	2.7 	2.6 	2.6 	2.6 	2.5 	9 	9 	9 	9 	9 	9 	9 	9 	22 	21 	22 	23 	23 	22 	22 	22
05.01.2020 	15 	15 	17 	17 	17 	18 	20 	19 	2.4 	2.4 	2.3 	2.3 	2.4 	2.4 	2.5 	2.6 	9 	9 	9 	9 	9 	9 	9 	9 	21 	21 	21 	23 	23 	22 	22 	21
06.01.2020 	19 	19 	20 	19 	18 	17 	17 	18 	2.6 	2.6 	2.6 	2.7 	2.6 	2.5 	2.5 	2.5 	9 	9 	9 	9 	9 	9 	9 	9 	21 	21 	22 	23 	23 	23 	21 	21
07.01.2020 	18 	22 	20 	23 	23 	23 	23 	22 	2.6 	2.7 	2.7 	2.8 	3.1 	3.1 	3.2 	3.2 	9 	9 	10 	10 	10 	10 	10 	10 	21 	21 	21 	22 	23 	22 	21 	21
08.01.2020 	21 	23 	21 	19 	18 	19 	19 	20 	3.2 	3.2 	3.2 	3.2 	3.2 	3.1 	3.1 	3.1 	10 	10 	10 	10 	10 	10 	10 	10 	21 	21 	21 	22 	23 	22 	21 	21
09.01.2020 	19 	21 	21 	22 	21 	20 	21 	20 	3.1 	3.3 	3.3 	3.5 	3.5 	3.5 	3.6 	3.6 	10 	10 	10 	10 	11 	11 	11 	11 	21 	21 	21 	22 	22 	21 	21 	21
10.01.2020 	19 	19 	20 	21 	21 	20 	21 	20 	3.5 	3.4 	3.4 	3.5 	3.5 	3.5 	3.5 	3.6 	11 	11 	11 	11 	11 	11 	11 	10 	21 	21 	21 	22 	22 	22 	22 	22
11.01.2020 	19 	19 	19 	17 	18 	19 	21 	20 	3.6 	3.6 	3.7 	3.5 	3.5 	3.4 	3.5 	3.5 	10 	10 	10 	10 	10 	10 	10 	10 	21 	21 	21 	23 	23 	22 	22 	22
12.01.2020 	21 	21 	20 	19 	19 	17 	18 	16 	3.6 	3.5 	3.6 	3.4 	3.4 	3.2 	3.2 	3.1 	10 	10 	10 	10 	10 	10 	10 	10 	22 	22 	22 	22 	23 	22 	22 	22
13.01.2020 	22 	21 	22 	21 	17 	17 	19 	18 	3.4 	3.5 	3.6 	3.5 	3.3 	3.1 	3.1 	3.1 	10 	10 	10 	10 	10 	10 	10 	10 	22 	22 	22 	23 	22 	22 	22 	22
14.01.2020 	19 	19 	20 	20 	21 	20 	20 	21 	3.1 	3.1 	3.1 	3.2 	3.3 	3.1 	3.1 	3.2 	10 	10 	10 	10 	10 	10 	10 	10 	21 	21 	22 	22 	23 	22 	22 	21
15.01.2020 	18 	16 	19 	18 	17 	15 	14 	15 	3.2 	3 	3 	2.9 	2.9 	2.7 	2.5 	2.5 	10 	10 	10 	10 	10 	10 	10 	10 	21 	21 	21 	22 	22 	22 	21 	21
16.01.2020 	13 	12 	11 	9 	11 	10 	5 	4 	2.4 	2.3 	2.1 	2 	1.9 	1.8 	1.7 	1.6 	10 	10 	10 	10 	10 	10 	10 	10 	21 	21 	21 	23 	22 	22 	22 	22
17.01.2020 	3 	2 	4 	11 	9 	12 	14 	13 	1.5 	1.5 	1.4 	1.4 	1.4 	1.5 	2 	2.5 	9 	9 	9 	9 	9 	9 	11 	11 	21 	21 	22 	23 	22 	21 	21 	20
18.01.2020 	12 	13 	13 	13 	13 	15 	14 	15 	2.6 	2.6 	2.5 	2.4 	2.3 	2.3 	2.3 	2.3 	11 	11 	11 	10 	10 	10 	10 	10 	20 	20 	20 	21 	22 	21 	20 	20
19.01.2020 	14 	14 	13 	13 	12 	13 	15 	15 	2.2 	2.2 	2.1 	2.1 	2.2 	2.4 	2.6 	2.7 	11 	11 	11 	15 	16 	16 	15 	15 	20 	19 	20 	22 	22 	21 	21 	21
20.01.2020 	13 	14 	14 	14 	14 	14 	14 	13 	2.7 	2.6 	2.6 	2.5 	2.4 	2.4 	2.3 	2.1 	15 	15 	14 	14 	13 	13 	13 	12 	21 	21 	21 	22 	22 	22 	21 	20
21.01.2020 	11 	10 	9 	9 	11 	10 	8 	7 	2 	1.9 	1.8 	1.8 	1.7 	1.7 	1.6 	1.5 	12 	12 	12 	11 	11 	11 	11 	11 	20 	20 	20 	22 	22 	21 	21 	21
22.01.2020 	3 	6 	7 	9 	10 	7 	2 	2 	1.4 	1.4 	1.5 	1.7 	1.9 	2.2 	2.6 	3 	11 	11 	20 	19 	18 	19 	18 	18 	20 	19 	20 	22 	22 	22 	21 	20
23.01.2020 	3 	6 	6 	3 	2 	1 	2 	2 	3.1 	3.1 	3 	2.7 	2.5 	2.3 	2.2 	2.1 	17 	16 	16 	16 	15 	15 	15 	14 	20 	19 	20 	23 	23 	22 	21 	21
24.01.2020 	3 	2 	3 	2 	3 	4 	6 	8 	2 	1.8 	1.8 	1.7 	1.7 	1.9 	2 	2 	14 	14 	13 	13 	13 	13 	13 	12 	21 	21 	21 	23 	23 	23 	21 	20
25.01.2020 	7 	8 	9 	10 	11 	11 	10 	10 	2 	2.2 	2.4 	2.6 	2.7 	2.8 	2.8 	2.7 	12 	12 	18 	18 	18 	17 	17 	17 	20 	20 	21 	23 	23 	23 	21 	21
26.01.2020 	10 	12 	11 	12 	11 	11 	10 	10 	2.7 	2.6 	2.5 	2.4 	2.4 	2.3 	2.2 	2.2 	16 	16 	16 	16 	16 	15 	15 	15 	21 	20 	21 	23 	23 	22 	21 	21
27.01.2020 	10 	12 	12 	12 	14 	13 	11 	11 	2.1 	2.1 	2 	2 	2.2 	2.2 	2.1 	2 	14 	14 	14 	14 	13 	13 	13 	13 	20 	20 	21 	23 	23 	22 	21 	21
28.01.2020 	9 	8 	7 	8 	12 	13 	14 	10 	2 	2 	1.9 	1.8 	1.9 	2 	2 	2 	13 	13 	13 	13 	13 	13 	13 	13 	21 	20 	21 	23 	23 	22 	22 	21
29.01.2020 	10 	9 	6 	9 	11 	8 	9 	7 	2 	2.1 	2.2 	2.2 	2.3 	2.3 	2.2 	2.2 	13 	15 	14 	14 	14 	14 	14 	14 	21 	21 	21 	23 	23 	22 	22 	22
30.01.2020 	5 	6 	6 	9 	11 	10 	11 	11 	2.2 	2.1 	2.1 	2.1 	2.1 	2.1 	2.1 	2.2 	14 	14 	14 	14 	14 	14 	13 	13 	21 	21 	21 	23 	22 	22 	21 	21
31.01.2020 	10 	10 	11 	11 	14 	14 	15 	14 	2.2 	2.2 	2.3 	2.4 	2.6 	2.7 	2.7 	2.6 	13 	13 	13 	13 	13 	13 	12 	12 	21 	21 	21 	23 	22 	22 	22 	21
01.02.2020 	13 	12 	11 	11 	14 	11 	9 	10 	2.5 	2.4 	2.4 	2.4 	2.4 	2.4 	2.4 	2.3 	12 	12 	12 	12 	13 	13 	12 	12 	21 	21 	21 	23 	23 	22 	20 	20
02.02.2020 	8 	8 	7 	12 	15 	15 	12 	13 	2.3 	2.2 	2.1 	2.1 	2.2 	2.3 	2.3 	2.2 	12 	12 	11 	11 	11 	10 	10 	10 	20 	20 	20 	23 	23 	22 	21 	21
03.02.2020 	13 	12 	13 	12 	15 	15 	11 	7 	2.1 	2 	2 	2 	2.1 	2.1 	1.9 	1.8 	10 	10 	10 	10 	10 	10 	10 	10 	21 	20 	21 	23 	23 	22 	21 	21
04.02.2020 	8 	9 	9 	8 	10 	9 	8 	8 	1.8 	1.8 	1.8 	1.7 	1.7 	1.7 	1.6 	1.6 	9 	9 	9 	9 	9 	9 	9 	9 	20 	20 	21 	23 	22 	22 	21 	21
05.02.2020 	7 	4 	3 	2 	2 	3 	4 	1 	1.6 	1.6 	1.7 	1.8 	1.8 	1.9 	2 	2 	9 	10 	14 	13 	13 	13 	14 	14 	20 	20 	21 	23 	23 	22 	22 	21
06.02.2020 	3 	6 	8 	9 	7 	10 	10 	6 	2 	2 	2 	2.1 	2.1 	2.2 	2.3 	2.4 	14 	14 	13 	13 	13 	13 	10 	9 	20 	20 	20 	20 	18 	19 	18 	18
07.02.2020 	8 	4 	9 	8 	9 	8 	6 	4 	2.4 	2.3 	2.4 	2.3 	2.3 	2.3 	2.4 	2.6 	10 	10 	10 	11 	10 	10 	19 	18 	18 	17 	18 	19 	20 	20 	18 	18
08.02.2020 	5 	5 	7 	10 	9 	9 	6 	7 	2.7 	2.8 	2.8 	2.8 	2.7 	2.6 	2.5 	2.4 	18 	17 	16 	16 	15 	15 	15 	14 	18 	18 	18 	20 	20 	19 	19 	19
09.02.2020 	5 	4 	6 	10 	10 	10 	15 	14 	2.3 	2.2 	2.1 	2.1 	2.1 	2.1 	2.1 	2.2 	14 	14 	13 	13 	13 	12 	12 	11 	19 	18 	19 	20 	21 	21 	19 	19
10.02.2020 	14 	14 	14 	15 	17 	15 	10 	8 	2.4 	2.8 	3.1 	3.2 	3.5 	3.7 	3.6 	3.5 	10 	10 	10 	10 	12 	12 	12 	13 	18 	17 	18 	18 	19 	19 	18 	18
11.02.2020 	8 	6 	7 	7 	7 	6 	4 	2 	3.3 	3.2 	3 	2.9 	2.8 	2.6 	2.4 	2.3 	13 	13 	15 	15 	15 	15 	14 	14 	18 	18 	19 	20 	21 	20 	19 	19
12.02.2020 	3 	8 	10 	12 	9 	9 	12 	14 	2.1 	1.9 	1.9 	1.9 	2 	2.3 	2.7 	2.9 	14 	12 	12 	12 	12 	11 	11 	11 	19 	19 	20 	23 	23 	23 	21 	21
13.02.2020 	14 	6 	10 	12 	15 	16 	17 	19 	2.9 	2.6 	2.5 	2.4 	2.4 	2.4 	2.4 	2.5 	11 	10 	10 	10 	10 	10 	10 	9 	21 	21 	22 	23 	24 	24 	23 	22
14.02.2020 	18 	16 	18 	15 	17 	16 	16 	13 	2.5 	2.5 	2.4 	2.3 	2.3 	2.3 	2.2 	2.1 	9 	9 	9 	9 	9 	9 	9 	9 	22 	21 	22 	23 	24 	23 	21 	21
15.02.2020 	13 	15 	15 	15 	16 	17 	15 	15 	2.1 	2.1 	2.3 	2.3 	2.5 	2.6 	2.4 	2.4 	9 	9 	9 	9 	10 	13 	13 	13 	21 	21 	21 	22 	23 	22 	21 	20
16.02.2020 	15 	18 	18 	16 	14 	14 	15 	15 	2.3 	2.4 	2.4 	2.4 	2.3 	2.2 	2.2 	2.1 	15 	15 	14 	14 	14 	14 	13 	14 	20 	20 	21 	22 	22 	21 	21 	20
17.02.2020 	16 	16 	16 	15 	14 	16 	17 	17 	2.1 	2.1 	2.1 	2 	2 	2 	2 	2 	14 	13 	13 	13 	13 	12 	9 	9 	20 	20 	20 	22 	22 	22 	20 	20
18.02.2020 	17 	17 	18 	18 	16 	16 	18 	18 	2.1 	2.1 	2.2 	2.2 	2.1 	2.1 	2.2 	2.3 	9 	9 	9 	9 	9 	8 	8 	8 	20 	20 	21 	22 	22 	22 	21 	21
19.02.2020 	20 	19 	20 	18 	19 	20 	20 	22 	2.5 	2.4 	2.5 	2.6 	2.6 	2.6 	2.7 	2.9 	8 	8 	8 	8 	8 	8 	8 	8 	21 	21 	21 	22 	22 	22 	21 	21
20.02.2020 	21 	20 	20 	19 	16 	18 	18 	17 	3 	2.8 	2.7 	2.7 	2.6 	2.5 	2.5 	2.4 	8 	9 	9 	9 	9 	9 	9 	9 	20 	19 	20 	22 	22 	21 	20 	20
21.02.2020 	17 	18 	19 	16 	16 	15 	14 	15 	2.4 	2.3 	2.4 	2.4 	2.4 	2.3 	2.2 	2.2 	9 	9 	9 	9 	9 	9 	9 	9 	20 	20 	20 	22 	23 	22 	21 	20
22.02.2020 	14 	13 	14 	13 	13 	15 	12 	12 	2.1 	2.1 	2.1 	2.2 	2.2 	2.2 	2 	2 	9 	9 	15 	15 	15 	14 	14 	14 	20 	20 	20 	22 	23 	22 	21 	21
23.02.2020 	10 	6 	4 	3 	4 	5 	5 	1 	1.9 	1.9 	1.8 	1.8 	1.8 	1.7 	1.6 	1.6 	13 	13 	13 	13 	13 	12 	12 	12 	20 	20 	21 	23 	23 	22 	21 	21
24.02.2020 	1 	4 	5 	8 	10 	10 	10 	12 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	1.5 	10 	9 	9 	9 	10 	10 	10 	10 	20 	20 	21 	23 	23 	22 	21 	21
25.02.2020 	13 	13 	15 	14 	16 	15 	16 	16 	1.8 	2 	2.1 	2.2 	2.4 	2.6 	2.6 	2.7 	11 	11 	11 	11 	17 	17 	16 	15 	20 	20 	21 	22 	23 	22 	21 	21
26.02.2020 	17 	18 	17 	17 	17 	16 	16 	17 	2.7 	2.7 	2.6 	2.5 	2.4 	2.3 	2.2 	2.2 	15 	15 	14 	13 	13 	13 	13 	12 	20 	20 	20 	22 	22 	21 	20 	20
27.02.2020 	18 	18 	17 	17 	15 	15 	18 	17 	2.2 	2.3 	2.3 	2.3 	2.3 	2.4 	2.5 	2.5 	12 	12 	9 	9 	16 	16 	16 	16 	20 	20 	20 	21 	21 	21 	20 	19
28.02.2020 	17 	17 	19 	18 	17 	17 	18 	18 	2.6 	2.6 	2.7 	2.7 	2.7 	2.6 	2.6 	2.7 	15 	15 	15 	15 	14 	14 	14 	14 	19 	19 	19 	21 	21 	20 	19 	19
29.02.2020 	17 	18 	18 	20 	21 	20 	19 	18 	2.6 	2.6 	2.6 	2.7 	2.8 	2.9 	3 	2.9 	14 	14 	14 	9 	9 	9 	9 	9 	19 	19 	19 	20 	21 	20 	19 	20
01.03.2020 	18 	18 	18 	19 	20 	21 	19 	17 	3 	3 	3 	3.2 	3.3 	3.5 	3.6 	3.4 	9 	10 	10 	10 	10 	10 	11 	11 	19 	19 	20 	21 	21 	20 	20 	19
02.03.2020 	14 	13 	13 	13 	12 	12 	11 	12 	3.3 	3.2 	3.2 	3.1 	3.1 	3 	2.8 	2.8 	11 	11 	11 	11 	11 	11 	11 	11 	20 	19 	20 	22 	22 	22 	21 	21
03.03.2020 	11 	13 	12 	15 	16 	16 	16 	16 	2.7 	2.7 	2.7 	2.8 	2.8 	2.8 	2.7 	2.6 	10 	10 	10 	10 	10 	10 	11 	10 	20 	21 	21 	23 	23 	23 	22 	22
04.03.2020 	17 	11 	13 	14 	16 	16 	16 	14 	2.5 	2.7 	2.6 	2.3 	2.3 	2.2 	2.2 	2.1 	11 	11 	10 	10 	10 	10 	10 	10 	22 	22 	22 	23 	24 	24 	23 	22
05.03.2020 	12 	8 	7 	8 	16 	16 	15 	17 	2 	2 	1.9 	1.8 	1.8 	1.7 	1.7 	1.7 	10 	10 	10 	10 	10 	10 	9 	9 	22 	21 	21 	23 	24 	24 	22 	21
06.03.2020 	16 	17 	17 	21 	24 	24 	24 	24 	1.7 	1.8 	1.8 	1.9 	2.1 	2.3 	2.5 	2.6 	9 	9 	9 	9 	7 	8 	8 	8 	21 	21 	21 	21 	22 	21 	21 	21
07.03.2020 	22 	21 	22 	23 	24 	21 	20 	21 	2.6 	2.6 	2.5 	2.5 	2.5 	2.5 	2.4 	2.4 	8 	9 	9 	9 	9 	9 	9 	9 	21 	21 	20 	21 	21 	21 	20 	20
08.03.2020 	21 	21 	21 	20 	20 	18 	16 	17 	2.4 	2.5 	2.5 	2.4 	2.4 	2.2 	2.1 	2.1 	9 	9 	9 	9 	9 	9 	9 	9 	20 	20 	19 	20 	21 	21 	20 	20
09.03.2020 	14 	13 	12 	13 	16 	16 	15 	15 	2 	1.9 	1.8 	1.7 	1.7 	1.9 	2 	2 	9 	9 	9 	12 	12 	9 	11 	11 	20 	20 	20 	21 	21 	21 	20 	20
10.03.2020 	14 	13 	11 	12 	16 	17 	14 	9 	2 	1.9 	1.9 	1.8 	1.8 	1.8 	1.8 	1.7 	10 	10 	9 	9 	11 	10 	15 	15 	20 	20 	20 	22 	23 	23 	22 	21
11.03.2020 	8 	5 	4 	2 	6 	4 	5 	3 	1.7 	1.7 	1.7 	1.6 	1.6 	1.5 	1.5 	1.4 	15 	15 	14 	14 	14 	13 	13 	13 	21 	21 	21 	23 	24 	22 	22 	21
12.03.2020 	2 	0 	2 	2 	5 	5 	3 	4 	1.4 	1.3 	1.3 	1.4 	1.5 	1.7 	1.8 	2 	13 	13 	13 	13 	13 	13 	13 	13 	21 	21 	21 	23 	23 	23 	23 	22
13.03.2020 	4 	4 	3 	3 	7 	6 	3 	1 	2.1 	2.2 	2.3 	2.2 	2.1 	2 	2 	2 	13 	14 	14 	14 	14 	14 	14 	13 	22 	22 	22 	23 	24 	24 	23 	22
14.03.2020 	1 	1 	1 	5 	8 	7 	7 	8 	2 	2 	2 	1.9 	1.9 	1.8 	1.7 	1.7 	13 	13 	12 	12 	12 	12 	12 	12 	21 	21 	21 	23 	24 	23 	23 	22
15.03.2020 	9 	5 	9 	14 	14 	14 	15 	11 	1.7 	1.6 	1.6 	1.5 	1.5 	1.5 	1.5 	1.4 	12 	12 	12 	13 	12 	12 	12 	12 	22 	22 	22 	24 	24 	24 	23 	22
16.03.2020 	9 	11 	16 	15 	19 	18 	18 	17 	1.5 	1.5 	1.5 	1.6 	1.7 	1.7 	1.8 	1.7 	11 	11 	10 	9 	7 	7 	7 	7 	22 	22 	22 	24 	25 	24 	23 	22
17.03.2020 	15 	19 	17 	20 	20 	20 	16 	11 	1.7 	1.7 	1.8 	1.8 	1.9 	1.9 	1.9 	1.7 	7 	7 	7 	8 	8 	8 	8 	8 	23 	23 	22 	24 	26 	24 	23 	23
18.03.2020 	18 	7 	4 	13 	19 	20 	17 	14 	1.7 	1.7 	1.7 	1.7 	1.8 	1.9 	2 	1.7 	8 	8 	8 	8 	8 	8 	8 	8 	22 	22 	22 	23 	25 	25 	23 	22
19.03.2020 	11 	14 	14 	16 	18 	14 	14 	13 	1.6 	1.6 	1.6 	1.6 	1.5 	1.5 	1.4 	1.3 	8 	8 	8 	8 	8 	8 	8 	9 	22 	22 	22 	23 	24 	23 	22 	21
20.03.2020 	16 	8 	8 	9 	12 	17 	14 	14 	1.4 	1.4 	1.4 	1.5 	1.5 	1.6 	1.7 	1.8 	10 	21 	20 	19 	18 	18 	17 	17 	22 	22 	22 	23 	24 	24 	23 	22
21.03.2020 	12 	11 	13 	13 	17 	16 	18 	16 	1.8 	1.8 	1.8 	1.8 	1.7 	1.8 	1.8 	1.7 	16 	16 	16 	16 	16 	15 	15 	15 	22 	22 	22 	23 	24 	23 	22 	22
22.03.2020 	17 	15 	16 	16 	18 	25 	19 	19 	1.7 	1.7 	1.7 	1.7 	1.7 	1.7 	1.8 	1.9 	15 	14 	14 	13 	13 	13 	12 	12 	21 	21 	21 	23 	24 	23 	21 	21
23.03.2020 	19 	19 	23 	23 	23 	27 	22 	21 	1.8 	1.8 	1.9 	2.2 	2.4 	2.4 	2.4 	2.4 	12 	13 	13 	12 	8 	8 	10 	9 	21 	21 	20 	21 	22 	22 	21 	21
24.03.2020 	21 	21 	21 	23 	23 	22 	21 	25 	2.4 	2.4 	2.3 	2.3 	2.4 	2.5 	2.4 	2.5 	9 	9 	9 	9 	9 	9 	9 	9 	20 	21 	21 	22 	23 	23 	22 	21
25.03.2020 	26 	24 	21 	23 	24 	23 	23 	24 	2.8 	2.8 	2.6 	2.6 	2.7 	2.7 	2.7 	2.6 	9 	9 	9 	9 	9 	9 	9 	9 	21 	21 	21 	21 	22 	21 	21 	20
26.03.2020 	23 	21 	21 	24 	23 	22 	21 	18 	2.6 	2.6 	2.6 	2.7 	2.8 	2.8 	2.6 	2.5 	9 	9 	9 	9 	9 	9 	9 	9 	20 	20 	21 	21 	21 	22 	21 	21
27.03.2020 	16 	16 	14 	15 	19 	18 	17 	19 	2.4 	2.4 	2.4 	2.4 	2.4 	2.4 	2.4 	2.4 	9 	9 	9 	9 	9 	9 	9 	9 	21 	21 	21 	22 	23 	23 	22 	21
28.03.2020 	18 	16 	15 	16 	18 	18 	20 	18 	2.3 	2.3 	2.2 	2.1 	2.1 	2.1 	2.1 	2.1 	10 	10 	10 	10 	10 	10 	10 	10 	21 	21 	20 	22 	23 	23 	22 	21
29.03.2020 	19 	16 	14 	14 	17 	16 	16 	15 	2.1 	2.1 	2 	1.9 	1.9 	1.8 	1.8 	1.8 	9 	9 	9 	9 	9 	9 	9 	9 	21 	21 	21 	22 	24 	23 	22 	22
30.03.2020 	14 	15 	15 	15 	17 	18 	15 	15 	1.7 	1.7 	1.7 	1.7 	1.7 	1.8 	1.7 	1.7 	9 	9 	9 	9 	9 	9 	9 	9 	21 	21 	21 	22 	23 	23 	22 	21
